entry_time,exit_time,dir,entry,exit,pnl_pct,status,equity
2025-09-24 17:15:00+00:00,2025-10-02 13:45:00+00:00,SHORT,113804.8828125,119727.5859375,-5.204260993579678,LOSS,9439.573900642032
2025-10-02 14:00:00+00:00,2025-10-06 17:15:00+00:00,SHORT,119412.59375,125684.65625,-5.252429666782947,LOSS,8906.008625064242
2025-10-06 17:30:00+00:00,2025-10-10 21:15:00+00:00,SHORT,125205.28125,109074.484375,12.883479605617673,WIN,10017.788395448688
2025-10-10 22:00:00+00:00,2025-11-04 21:15:00+00:00,SHORT,113836.25,99961.3125,12.188505418968035,WIN,11198.735923306906
2025-11-04 21:45:00+00:00,2025-11-14 12:30:00+00:00,LONG,99939.5078125,94612.328125,-5.330404165582352,LOSS,10557.00309346516
2025-11-14 13:00:00+00:00,2025-11-21 09:15:00+00:00,SHORT,94967.3515625,83041.34375,12.558008216804115,WIN,11840.524397016918
2025-11-21 12:30:00+00:00,2025-11-22 11:15:00+00:00,LONG,82752.453125,83869.8046875,1.3502337638404602,CLOSED,11953.037057653142
