time,open,high,low,close,volume,return,volatility,rsi,vol_change,sentiment,target
2025-10-25 06:00:00,111386.78,111497.1,111261.01,111366.42,334.48878,-0.000182876263872922,0.001455238991758544,78.55484724815113,0.4222038597994153,-0.000182876263872922,1
2025-10-25 07:00:00,111366.43,111820.87,111366.43,111489.6,436.39799,0.0011060784750018815,0.0014056466241849314,80.88419228024148,0.3046715348718123,0.0011060784750018815,1
2025-10-25 08:00:00,111489.59,111805.1,111488.44,111763.8,348.94057,0.0024594222241356434,0.0015055487671763882,79.78977618758964,-0.20040747667055026,0.0024594222241356434,0
2025-10-25 09:00:00,111763.81,111850.13,111491.62,111521.47,474.02907,-0.0021682333635757445,0.0017430635059345614,70.99294985177379,0.35848081522879394,-0.0021682333635757445,1
2025-10-25 10:00:00,111521.47,111718.99,111375.81,111559.94,382.43284,0.00034495599815898004,0.0014874829615731811,67.36211731054871,-0.1932291409891802,0.00034495599815898004,1
2025-10-25 11:00:00,111559.94,111664.0,111480.68,111563.81,172.78406,3.468987165100579e-05,0.0013138018432985253,63.81669420862934,-0.5481976390939648,3.468987165100579e-05,1
2025-10-25 12:00:00,111563.81,111943.19,111530.38,111899.03,363.41104,0.00300473782671995,0.0014987668872318287,71.86420541850273,1.1032671648067534,0.00300473782671995,0
2025-10-25 13:00:00,111899.03,111916.0,111520.0,111680.91,355.08597,-0.0019492572902553018,0.001723661600012526,65.34094003553093,-0.02290813729819552,-0.0019492572902553018,0
2025-10-25 14:00:00,111680.92,111765.97,111520.01,111591.19,216.60101,-0.0008033602161729991,0.001718099629062446,70.06545808444798,-0.3900040319813255,-0.0008033602161729991,0
2025-10-25 15:00:00,111591.2,111591.2,111311.19,111385.18,318.98695,-0.001846113479030076,0.001795321727566042,58.04450576080695,0.4726937330532299,-0.001846113479030076,0
2025-10-25 16:00:00,111385.18,111479.99,111164.39,111372.25,430.41077,-0.00011608366570847739,0.0017946898812516278,58.99742396500226,0.3493052615475336,-0.00011608366570847739,1
2025-10-25 17:00:00,111372.25,111451.16,111300.0,111374.96,134.57742,2.433281180902469e-05,0.001753182219303231,58.96524301776811,-0.6873279448839071,2.433281180902469e-05,1
2025-10-25 18:00:00,111374.97,111731.78,111317.34,111719.98,227.92326,0.003097823783730025,0.0018648626355072732,61.87818092225446,0.6936218572179496,0.003097823783730025,0
2025-10-25 19:00:00,111719.98,111720.0,111579.75,111623.45,170.60799,-0.0008640352423979758,0.0017407804662136319,55.89093334887476,-0.2514674017912871,-0.0008640352423979758,0
2025-10-25 20:00:00,111623.46,111659.39,111370.0,111431.94,154.33849,-0.001715678918721819,0.0018274181487921658,51.502876383957926,-0.09536188779904153,-0.001715678918721819,1
2025-10-25 21:00:00,111431.94,111477.76,111342.25,111477.76,133.46965,0.0004111926975334246,0.0018346699911210836,49.71842508266668,-0.13521474779233622,0.0004111926975334246,1
2025-10-25 22:00:00,111477.76,111683.64,111409.54,111621.69,159.63737,0.001291109545078939,0.0015769075246843903,46.397152403850725,0.19605745575866873,0.001291109545078939,1
2025-10-25 23:00:00,111621.69,111675.49,111535.48,111646.27,118.29276,0.00022020809754819126,0.001461723182155176,53.556690453506754,-0.2589907989589154,0.00022020809754819126,1
2025-10-26 00:00:00,111646.27,111899.56,111544.15,111715.98,370.92714,0.0006243827044110084,0.0014474564013838987,54.369203888288276,2.1356706868619857,0.0006243827044110084,0
2025-10-26 01:00:00,111715.98,111835.85,111520.0,111644.42,270.69687,-0.000640552945066597,0.0013098447356936194,52.174687191046374,-0.2702155199535953,-0.000640552945066597,0
2025-10-26 02:00:00,111644.41,111687.37,111408.54,111448.85,214.46307,-0.0017517221192066001,0.0014526547777122794,36.86541558684259,-0.20773716371378803,-0.0017517221192066001,0
2025-10-26 03:00:00,111448.85,111500.0,111260.45,111260.46,170.69475,-0.0016903718611721574,0.0015561222249462086,37.516256034462565,-0.20408324845858072,-0.0016903718611721574,1
2025-10-26 04:00:00,111260.46,111479.99,111260.46,111430.4,129.38461,0.0015274069512205557,0.001245608337454152,45.443002816764,-0.24201177833530318,0.0015274069512205557,1
2025-10-26 05:00:00,111430.39,111650.9,111367.19,111615.32,209.94274,0.0016595112285338054,0.0013597659765105712,56.60138143054323,0.6226252875052138,0.0016595112285338054,1
2025-10-26 06:00:00,111615.33,111686.65,111548.75,111635.95,156.20448,0.00018483125793111732,0.001219954839091174,57.53075701625222,-0.25596626966000346,0.00018483125793111732,1
